,ema_fast,ema_slow,rsi_long,rsi_short,total_return,cagr,sharpe,sortino,max_dd,profit_factor,trades
1069,25,100,50,35,-88.45,-30.22,-0.4956,-0.5855,-93.54,0.9817,1
1070,25,100,50,40,-88.45,-30.22,-0.4956,-0.5855,-93.54,0.9817,1
1071,25,200,50,40,-88.51,-30.29,-0.4975,-0.5878,-93.54,0.9816,1
1072,25,150,50,45,-84.03,-26.35,-0.4986,-0.546,-93.54,0.9801,1
1073,20,100,50,35,-88.57,-30.35,-0.4992,-0.5898,-93.54,0.9816,1
1074,12,20,50,40,-93.89,-37.25,-0.504,-0.6452,-97.33,0.9828,17
1075,25,100,50,45,-88.55,-30.32,-0.5056,-0.5964,-93.54,0.9813,1
1076,20,100,50,45,-84.36,-26.61,-0.5057,-0.5546,-93.54,0.9798,1
1077,15,50,50,50,-91.75,-34.02,-0.5147,-0.6095,-96.35,0.9814,3
1078,8,20,50,45,-94.36,-38.09,-0.5327,-0.6711,-95.74,0.9817,29
1079,12,20,50,35,-94.49,-38.32,-0.5335,-0.6815,-97.55,0.9818,17
1080,12,20,50,30,-94.49,-38.32,-0.5335,-0.6815,-97.55,0.9818,17
1081,20,100,50,40,-88.77,-30.54,-0.5339,-0.6252,-93.54,0.9801,1
1082,8,20,50,35,-94.51,-38.36,-0.5345,-0.6803,-96.04,0.9818,31
1083,8,20,50,30,-94.51,-38.36,-0.5345,-0.6803,-96.04,0.9818,31
1084,8,20,50,40,-94.71,-38.74,-0.5451,-0.6923,-96.01,0.9814,31
1085,25,50,50,45,-89.25,-31.05,-0.5515,-0.6443,-93.54,0.9794,1
1086,15,100,50,30,-90.81,-32.83,-0.5667,-0.6651,-94.41,0.9792,5
1087,15,20,50,45,-95.36,-40.06,-0.5887,-0.7486,-96.55,0.9798,7
1088,15,20,50,40,-95.62,-40.64,-0.5989,-0.7672,-96.73,0.9796,7
1089,20,150,50,30,-95.51,-40.4,-0.5991,-0.7631,-96.85,0.9794,3
1090,20,150,50,40,-95.51,-40.4,-0.5991,-0.7631,-96.85,0.9794,3
1091,20,150,50,35,-95.51,-40.4,-0.5991,-0.7631,-96.85,0.9794,3
1092,15,200,50,30,-91.67,-33.93,-0.6076,-0.7141,-95.28,0.9776,3
1093,15,200,50,35,-91.71,-33.98,-0.6101,-0.7167,-95.28,0.9775,3
1094,8,200,50,40,-95.71,-40.85,-0.6117,-0.758,-97.3,0.979,24
1095,15,200,50,40,-91.63,-33.87,-0.6362,-0.7423,-95.28,0.9764,3
1096,10,20,50,45,-96.61,-43.13,-0.6791,-0.8716,-97.48,0.9767,17
1097,15,100,50,45,-92.91,-35.67,-0.6944,-0.8058,-95.26,0.9743,5
1098,15,100,50,40,-93.43,-36.48,-0.7002,-0.8188,-95.82,0.9742,5
1099,8,75,50,30,-96.92,-44.02,-0.7055,-0.8782,-97.39,0.9759,25
1100,15,100,50,35,-93.9,-37.27,-0.7062,-0.827,-95.78,0.9741,5
1101,8,200,50,30,-97.05,-44.42,-0.7188,-0.8918,-97.58,0.9753,31
1102,8,200,50,45,-97.17,-44.79,-0.7303,-0.9012,-99.02,0.9749,20
1103,10,20,50,40,-97.47,-45.84,-0.7558,-0.9757,-98.11,0.9743,19
1104,20,150,55,35,-97.43,-45.67,-0.7582,-0.964,-98.05,0.974,20
1105,8,75,50,35,-97.54,-46.09,-0.7704,-0.9594,-97.92,0.9737,25
1106,10,20,50,30,-97.63,-46.43,-0.7743,-0.9969,-98.23,0.9737,19
1107,10,20,50,35,-97.63,-46.43,-0.7743,-0.9969,-98.23,0.9737,19
1108,15,20,50,35,-97.67,-46.57,-0.779,-1.0006,-98.26,0.9735,7
1109,15,20,50,30,-97.67,-46.57,-0.779,-1.0006,-98.26,0.9735,7
1110,8,200,50,35,-97.72,-46.74,-0.7921,-0.9811,-98.02,0.9728,31
1111,8,30,50,45,-97.77,-46.95,-0.7986,-1.0206,-98.45,0.9727,3
1112,15,150,50,40,-97.76,-46.93,-0.7988,-1.0187,-98.41,0.9726,7
1113,15,150,50,30,-97.76,-46.93,-0.7988,-1.0187,-98.41,0.9726,7
1114,15,150,50,35,-97.76,-46.93,-0.7988,-1.0187,-98.41,0.9726,7
1115,8,30,50,40,-97.9,-47.47,-0.808,-1.0402,-98.54,0.9726,3
1116,8,75,50,45,-97.86,-47.34,-0.8107,-1.0097,-98.6,0.9723,18
1117,20,150,55,30,-97.9,-47.47,-0.8162,-1.0379,-98.05,0.9721,20
1118,20,50,50,30,-98.08,-48.28,-0.8424,-1.0755,-98.66,0.9712,3
1119,20,50,50,35,-98.09,-48.29,-0.8427,-1.0755,-98.66,0.9712,3
1120,20,150,55,40,-98.15,-48.59,-0.8533,-1.082,-98.69,0.9708,19
1121,8,75,50,40,-98.18,-48.73,-0.8565,-1.0646,-98.34,0.9708,25
1122,25,200,50,35,-98.44,-50.03,-0.9022,-1.1572,-98.92,0.9692,1
1123,25,200,50,30,-98.44,-50.03,-0.9022,-1.1572,-98.92,0.9692,1
1124,25,150,50,30,-98.45,-50.06,-0.9031,-1.1584,-98.92,0.9691,1
1125,20,30,50,45,-98.45,-50.09,-0.9035,-1.1608,-98.93,0.9692,1
1126,25,30,50,45,-98.45,-50.07,-0.9037,-1.1575,-98.91,0.9691,1
1127,10,30,50,45,-98.45,-50.07,-0.9038,-1.1577,-98.91,0.9691,1
1128,25,75,50,30,-98.46,-50.1,-0.9039,-1.1613,-98.93,0.9692,1
1129,20,75,50,35,-98.46,-50.1,-0.9039,-1.1613,-98.93,0.9692,1
1130,20,75,50,45,-98.46,-50.1,-0.9039,-1.1613,-98.93,0.9692,1
1131,25,75,50,35,-98.46,-50.1,-0.9039,-1.1613,-98.93,0.9692,1
1132,25,75,50,40,-98.46,-50.1,-0.9039,-1.1613,-98.93,0.9692,1
1133,25,75,50,45,-98.46,-50.1,-0.9039,-1.1613,-98.93,0.9692,1
1134,20,75,50,30,-98.46,-50.1,-0.9039,-1.1613,-98.93,0.9692,1
1135,20,75,50,40,-98.46,-50.1,-0.9039,-1.1613,-98.93,0.9692,1
1136,25,50,50,40,-98.46,-50.14,-0.9055,-1.1625,-98.93,0.9691,1
1137,25,50,50,35,-98.46,-50.14,-0.9055,-1.1625,-98.93,0.9691,1
1138,25,50,50,30,-98.46,-50.15,-0.9058,-1.1634,-98.93,0.9691,1
1139,25,100,50,30,-98.46,-50.15,-0.9058,-1.1634,-98.93,0.9691,1
1140,20,100,50,30,-98.46,-50.15,-0.9058,-1.1634,-98.93,0.9691,1
1141,25,30,50,35,-98.47,-50.18,-0.9063,-1.1648,-98.93,0.9691,1
1142,20,30,50,35,-98.47,-50.18,-0.9063,-1.1648,-98.93,0.9691,1
1143,25,30,50,30,-98.47,-50.18,-0.9063,-1.1648,-98.93,0.9691,1
1144,20,30,50,40,-98.47,-50.18,-0.9063,-1.1648,-98.93,0.9691,1
1145,20,30,50,30,-98.47,-50.18,-0.9063,-1.1648,-98.93,0.9691,1
1146,25,30,50,40,-98.47,-50.18,-0.9063,-1.1648,-98.93,0.9691,1
1147,15,30,50,35,-98.53,-50.53,-0.9106,-1.1785,-98.98,0.9691,1
1148,15,30,50,45,-98.53,-50.53,-0.9106,-1.1785,-98.98,0.9691,1
1149,15,30,50,30,-98.53,-50.53,-0.9106,-1.1785,-98.98,0.9691,1
1150,15,30,50,40,-98.53,-50.53,-0.9106,-1.1785,-98.98,0.9691,1
1151,10,30,50,40,-98.54,-50.57,-0.912,-1.1803,-98.98,0.9691,1
1152,10,30,50,35,-98.54,-50.57,-0.912,-1.1803,-98.98,0.9691,1
1153,10,30,50,30,-98.54,-50.57,-0.912,-1.1803,-98.98,0.9691,1
1154,5,30,50,45,-98.55,-50.65,-0.9146,-1.179,-99.06,0.969,9
1155,12,30,50,30,-98.67,-51.34,-0.9389,-1.2108,-99.08,0.9682,3
1156,12,30,50,45,-98.67,-51.34,-0.9389,-1.2108,-99.08,0.9682,3
1157,12,30,50,40,-98.67,-51.34,-0.9389,-1.2108,-99.08,0.9682,3
1158,12,30,50,35,-98.67,-51.34,-0.9389,-1.2108,-99.08,0.9682,3
1159,5,30,50,40,-98.7,-51.51,-0.9448,-1.2173,-99.11,0.968,9
1160,5,30,50,30,-98.7,-51.51,-0.9448,-1.2173,-99.11,0.968,9
1161,5,30,50,35,-98.7,-51.51,-0.9448,-1.2173,-99.11,0.968,9
1162,15,50,50,30,-98.66,-51.29,-0.9454,-1.1921,-98.96,0.9677,7
1163,15,50,50,35,-98.66,-51.29,-0.9454,-1.1921,-98.96,0.9677,7
1164,8,30,50,35,-98.88,-52.7,-0.9872,-1.2742,-99.22,0.9666,3
1165,8,30,50,30,-98.88,-52.7,-0.9872,-1.2742,-99.22,0.9666,3
1166,10,50,50,40,-98.86,-52.6,-0.992,-1.2695,-99.2,0.9662,19
1167,10,50,50,35,-98.9,-52.87,-1.0017,-1.281,-99.22,0.9659,19
1168,12,75,50,35,-98.93,-53.05,-1.0082,-1.2735,-99.25,0.9657,11
1169,12,75,50,30,-98.93,-53.05,-1.0082,-1.2735,-99.25,0.9657,11
1170,15,75,50,40,-99.0,-53.6,-1.0286,-1.3161,-99.31,0.965,7
1171,15,75,50,35,-99.0,-53.6,-1.0286,-1.3161,-99.31,0.965,7
1172,15,75,50,30,-99.0,-53.6,-1.0286,-1.3161,-99.31,0.965,7
1173,10,50,50,45,-99.09,-54.31,-1.0552,-1.3495,-99.27,0.9641,19
1174,12,75,50,40,-99.1,-54.37,-1.0574,-1.3358,-99.37,0.964,11
1175,10,50,50,30,-99.11,-54.51,-1.0625,-1.3516,-99.37,0.9639,19
